chloramine,chromium,bacteria,viruses,perchlorate,silver
0.03,0.02,0.22,0.006,0.14,0.06
0.07,0.02,0.92,0.92,0.44,0.06
0.05,0.08,0.75,0.75,3.69,0.1
0.04,0.01,0.53,0.53,4.16,0.09
0.04,0.1,0.69,0.69,0.38,0.0
0.15,0.05,0.32,0.002,0.43,0.05
0.04,0.04,0.19,0.001,1.14,0.04
0.07,0.05,0.36,0.004,0.47,0.05
0.08,0.03,0.74,0.74,3.15,0.1
0.17,0.04,0.26,0.009,3.59,0.09
0.27,0.03,0.06,0.007,5.5,0.03
0.04,0.07,0.03,0.008,0.17,0.06
0.18,0.06,0.86,0.86,0.79,0.06
0.07,0.05,0.84,0.84,8.78,0.01
0.02,0.02,0.83,0.83,1.29,0.07
0.01,0.03,0.15,0.001,1.54,0.01
0.06,0.07,0.23,0.001,4.93,0.03
0.03,0.08,0.85,0.85,9.96,0.06
0.04,0.04,0.95,0.95,2.24,0.09
0.05,0.02,0.65,0.65,0.21,0.02
0.57,0.08,0.73,0.73,8.9,0.01
0.21,0.04,0.02,0.007,1.29,0.01
0.1,0.02,0.21,0.005,3.29,0.09
0.07,0.07,0.42,0.006,0.1,0.07
0.4,0.01,0.08,0.008,0.34,0.09
0.11,0.07,0.4,0.007,0.35,0.07
0.06,0.08,0.13,0.009,0.27,0.0
0.44,0.06,0.78,0.78,5.61,0.02
0.09,0.07,0.55,0.55,0.09,0.05
0.06,0.03,0.75,0.75,3.87,0.01
0.0,0.09,0.19,0.003,1.14,0.03
0.4,0.08,0.89,0.89,13.14,0.09
0.38,0.0,0.12,0.003,0.1,0.03
0.07,0.02,0.15,0.008,7.29,0.05
0.01,0.02,0.21,0.002,1.21,0.06
0.06,0.01,0.88,0.88,0.16,0.1
0.63,0.04,0.79,0.79,3.23,0.0
0.68,0.06,0.54,0.54,0.35,0.04
0.42,0.08,0.41,0.001,0.15,0.0
0.57,0.09,0.89,0.89,7.19,0.06
0.02,0.1,0.43,0.003,6.39,0.04
0.04,0.02,0.51,0.51,2.13,0.03
0.02,0.07,0.95,0.95,8.73,0.05
0.02,0.03,0.5,0.5,11.3,0.08
0.04,0.08,0.22,0.009,7.17,0.06
0.03,0.03,0.7,0.7,0.16,0.02
0.01,0.01,0.19,0.0,0.18,0.02
0.19,0.03,0.91,0.91,6.52,0.0
0.09,0.1,0.62,0.62,3.03,0.02
0.1,0.06,0.91,0.91,0.32,0.04
0.12,0.06,0.31,0.005,0.17,0.03
0.09,0.09,0.94,0.94,6.03,0.05
0.05,0.05,0.12,0.008,0.92,0.08
0.2,0.09,0.43,0.005,0.16,0.02
0.05,0.07,0.2,0.001,2.19,0.03
0.05,0.01,0.43,0.009,9.91,0.03
0.1,0.07,1.0,1.0,0.04,0.01
0.02,0.05,0.67,0.67,0.48,0.03
0.48,0.08,0.38,0.007,0.0,0.03
0.07,0.09,0.12,0.001,0.59,0.03
0.0,0.05,0.5,0.5,0.26,0.02
0.01,0.0,0.89,0.89,0.02,0.07
0.18,0.1,0.43,0.002,3.85,0.07
0.12,0.03,0.64,0.64,11.47,0.05
0.18,0.05,0.3,0.005,10.53,0.06
0.46,0.05,0.68,0.68,1.95,0.01
0.06,0.1,0.2,0.003,1.49,0.04
0.37,0.02,0.19,0.006,4.39,0.09
0.19,0.08,0.84,0.84,2.45,0.1
0.1,0.02,0.45,0.0,0.52,0.08
0.06,0.01,0.99,0.99,0.24,0.02
0.4,0.02,0.01,0.004,0.4,0.03
0.04,0.07,0.42,0.002,0.19,0.08
0.15,0.08,0.15,0.001,4.11,0.06
0.43,0.03,0.59,0.59,8.7,0.04
0.01,0.04,0.68,0.68,3.64,0.05
0.13,0.09,0.27,0.0,2.21,0.09
0.07,0.05,0.42,0.005,3.8,0.07
0.01,0.01,0.47,0.004,0.34,0.04
0.27,0.08,0.13,0.007,3.7,0.02
0.26,0.09,0.8,0.8,1.7,0.08
0.04,0.05,0.02,0.006,0.08,0.09
0.09,0.03,0.69,0.69,9.76,0.09
0.05,0.06,0.29,0.005,6.28,0.01
0.28,0.07,0.11,0.001,1.8,0.05
0.15,0.01,0.9,0.9,0.0,0.07
0.25,0.09,0.98,0.98,0.48,0.03
0.1,0.04,0.21,0.002,0.54,0.1
0.28,0.1,0.84,0.84,0.41,0.1
0.02,0.03,0.62,0.62,11.74,0.01
0.09,0.05,0.94,0.94,5.21,0.04
0.08,0.06,0.94,0.94,13.01,0.07
0.39,0.05,0.73,0.73,4.06,0.03
0.44,0.01,0.52,0.52,11.79,0.1
0.16,0.06,1.0,1.0,4.98,0.01
0.05,0.07,0.1,0.003,0.54,0.04
0.04,0.05,0.01,0.0,1.48,0.09
0.01,0.03,0.71,0.71,1.02,0.0
0.29,0.08,0.84,0.84,3.47,0.02
0.41,0.05,0.37,0.002,0.28,0.01
0.0,0.05,0.54,0.54,5.28,0.09
0.15,0.07,0.89,0.89,0.42,0.01
0.31,0.07,0.63,0.63,0.84,0.01
0.07,0.06,0.09,0.005,7.14,0.06
0.09,0.08,0.48,0.001,0.2,0.06
0.1,0.09,0.14,0.006,6.82,0.09
0.36,0.06,0.82,0.82,6.55,0.01
0.2,0.08,0.14,0.005,1.79,0.09
0.16,0.09,0.55,0.55,1.89,0.09
0.63,0.07,0.54,0.54,0.24,0.04
0.59,0.06,0.62,0.62,4.69,0.09
0.16,0.09,0.61,0.61,4.67,0.07
0.06,0.03,0.55,0.55,2.83,0.04
0.23,0.07,0.13,0.008,1.26,0.03
0.6,0.04,0.64,0.64,3.28,0.04
0.09,0.09,0.83,0.83,0.43,0.02
0.02,0.08,0.89,0.89,10.08,0.07
0.24,0.03,0.89,0.89,0.14,0.06
0.0,0.08,0.02,0.006,9.8,0.07
0.32,0.06,0.14,0.006,7.45,0.0
0.35,0.09,0.97,0.97,6.39,0.08
0.15,0.09,0.42,0.005,0.13,0.08
0.05,0.07,0.41,0.008,1.91,0.06
0.05,0.07,0.94,0.94,10.47,0.03
0.04,0.06,0.56,0.56,1.79,0.09
0.01,0.05,0.74,0.74,0.05,0.03
0.28,0.07,0.97,0.97,0.07,0.1
0.61,0.07,0.74,0.74,0.07,0.01
0.16,0.04,0.82,0.82,7.46,0.01
0.05,0.06,0.59,0.59,0.09,0.09
0.04,0.04,0.31,0.009,1.82,0.1
0.02,0.1,0.27,0.002,2.52,0.04
0.13,0.01,0.15,0.009,4.36,0.01
0.0,0.05,0.29,0.0,2.86,0.09
0.03,0.07,0.5,0.5,0.73,0.07
0.44,0.05,0.84,0.84,2.89,0.09
0.06,0.04,0.67,0.67,1.45,0.01
0.0,0.07,0.01,0.007,0.85,0.08
0.5,0.1,0.36,0.005,5.08,0.0
0.09,0.07,0.19,0.0,10.12,0.04
0.17,0.03,0.38,0.006,2.94,0.02
0.02,0.03,0.43,0.009,0.47,0.01
0.05,0.07,0.47,0.007,0.07,0.03
0.07,0.07,0.94,0.94,4.0,0.09
0.15,0.08,0.49,0.001,1.43,0.05
0.26,0.09,0.94,0.94,4.94,0.02
0.04,0.01,0.1,0.002,5.71,0.1
0.46,0.03,0.56,0.56,7.39,0.01
0.08,0.04,0.26,0.005,7.46,0.08
0.19,0.05,0.78,0.78,9.87,0.07
0.1,0.1,0.28,0.002,1.1,0.04
0.06,0.04,0.02,0.008,3.44,0.1
0.03,0.03,0.66,0.66,3.26,0.03
0.03,0.01,0.41,0.002,3.46,0.01
0.05,0.03,0.29,0.009,3.8,0.0
0.18,0.06,0.52,0.52,2.41,0.08
0.02,0.03,0.73,0.73,7.64,0.09
0.23,0.04,0.22,0.009,1.19,0.05
0.02,0.08,0.99,0.99,2.93,0.04
0.35,0.07,0.46,0.002,8.57,0.08
0.16,0.09,0.82,0.82,5.46,0.07
0.49,0.02,0.59,0.59,2.12,0.08
0.02,0.03,0.43,0.006,2.27,0.02
0.53,0.01,0.13,0.004,2.66,0.02
0.06,0.0,0.65,0.65,1.07,0.03
0.37,0.09,0.54,0.54,6.7,0.04
0.18,0.01,1.0,1.0,1.56,0.0
0.13,0.04,0.76,0.76,0.03,0.07
0.55,0.07,0.71,0.71,5.1,0.06
0.04,0.04,0.72,0.72,0.8,0.04
0.38,0.01,0.97,0.97,3.6,0.08
0.58,0.1,0.88,0.88,9.83,0.01
0.49,0.04,0.07,0.008,1.61,0.0
0.03,0.04,0.84,0.84,7.88,0.07
0.34,0.08,0.45,0.008,3.58,0.02
0.18,0.02,0.08,0.001,0.47,0.08
0.09,0.1,0.35,0.003,8.19,0.07
0.3,0.03,0.88,0.88,0.2,0.08
0.03,0.05,0.8,0.8,2.02,0.07
0.17,0.02,0.93,0.93,5.07,0.06
0.04,0.07,0.75,0.75,1.27,0.04
0.45,0.06,0.78,0.78,13.23,0.03
0.14,0.08,0.46,0.002,0.17,0.02
0.2,0.0,0.06,0.001,3.33,0.0
0.09,0.05,0.42,0.008,3.83,0.03
0.19,0.07,0.77,0.77,1.89,0.03
0.06,0.05,0.97,0.97,0.18,0.03
0.38,0.09,0.35,0.007,0.14,0.08
0.03,0.06,0.74,0.74,2.03,0.09
0.0,0.04,0.17,0.0,0.09,0.0
0.01,0.02,0.97,0.97,1.06,0.08
0.21,0.07,0.26,0.005,3.22,0.01
0.01,0.03,0.09,0.0,2.16,0.04
0.05,0.0,0.13,0.001,4.51,0.08
0.08,0.08,0.42,0.004,3.17,0.02
0.34,0.01,0.73,0.73,1.22,0.04
0.16,0.04,0.99,0.99,10.4,0.05
0.08,0.09,0.57,0.57,2.59,0.05
0.26,0.0,0.5,0.5,2.14,0.07
0.26,0.04,0.93,0.93,1.26,0.01
0.02,0.07,0.38,0.005,0.48,0.07
0.07,0.02,0.7,0.7,7.03,0.08
0.05,0.08,0.51,0.51,0.08,0.02
0.03,0.06,0.52,0.52,0.45,0.06
0.04,0.04,0.78,0.78,2.47,0.09
0.02,0.08,0.18,0.006,4.15,0.05
0.36,0.04,0.32,0.007,3.09,0.09
0.02,0.05,0.49,0.008,1.12,0.03
0.27,0.03,0.74,0.74,4.85,0.04
0.01,0.03,0.92,0.92,5.1,0.08
0.52,0.02,0.51,0.51,7.5,0.05
0.38,0.06,0.76,0.76,8.52,0.06
0.01,0.04,0.74,0.74,4.39,0.1
0.18,0.07,0.97,0.97,3.57,0.02
0.09,0.07,0.41,0.004,2.59,0.06
0.14,0.04,0.26,0.004,0.35,0.1
0.07,0.08,0.92,0.92,0.99,0.03
0.33,0.09,0.86,0.86,0.51,0.03
0.57,0.08,0.06,0.005,11.68,0.05
0.23,0.06,0.0,0.001,0.77,0.03
0.06,0.06,0.44,0.004,0.82,0.06
0.33,0.02,0.72,0.72,10.25,0.03
0.09,0.08,0.43,0.0,5.24,0.02
0.36,0.09,0.24,0.004,5.44,0.09
0.0,0.02,0.11,0.003,1.1,0.05
0.1,0.07,0.52,0.52,0.86,0.06
0.02,0.04,0.62,0.62,1.54,0.0
0.33,0.04,0.11,0.001,1.14,0.05
0.15,0.01,0.46,0.006,8.19,0.04
0.27,0.07,0.42,0.009,3.56,0.04
0.03,0.08,0.37,0.003,0.08,0.03
0.09,0.05,0.44,0.008,2.61,0.08
0.03,0.02,0.61,0.61,1.25,0.07
0.65,0.08,0.35,0.004,10.25,0.05
0.08,0.07,0.38,0.008,2.98,0.01
0.43,0.08,0.7,0.7,0.21,0.05
0.29,0.01,0.84,0.84,7.21,0.08
0.46,0.01,0.51,0.51,4.37,0.06
0.03,0.07,0.59,0.59,0.55,0.03
0.18,0.01,0.3,0.003,2.35,0.06
0.3,0.05,0.32,0.005,1.83,0.04
0.54,0.1,0.62,0.62,3.89,0.06
0.19,0.03,0.38,0.005,0.46,0.06
0.04,0.05,0.16,0.003,0.45,0.03
0.05,0.05,0.89,0.89,4.86,0.06
0.19,0.05,0.71,0.71,3.52,0.09
0.1,0.06,0.99,0.99,3.46,0.09
0.07,0.03,0.69,0.69,2.69,0.07
0.4,0.05,0.59,0.59,0.48,0.01
0.44,0.0,0.29,0.008,2.63,0.03
0.42,0.09,0.64,0.64,0.12,0.0
0.15,0.05,0.58,0.58,3.01,0.09
0.1,0.07,0.93,0.93,0.43,0.05
0.07,0.05,0.93,0.93,12.66,0.06
0.1,0.08,0.84,0.84,2.84,0.04
0.14,0.0,0.2,0.001,1.31,0.09
0.08,0.07,0.98,0.98,0.49,0.02
0.13,0.07,0.48,0.003,3.18,0.04
0.21,0.05,0.6,0.6,1.62,0.01
0.41,0.04,0.19,0.004,12.14,0.05
0.54,0.07,0.54,0.54,3.0,0.01
0.18,0.07,0.41,0.0,0.52,0.01
0.26,0.07,0.51,0.51,0.81,0.0
0.01,0.05,0.85,0.85,0.83,0.04
0.0,0.06,0.95,0.95,7.71,0.04
0.02,0.0,0.82,0.82,6.35,0.04
0.05,0.06,0.27,0.004,1.26,0.08
0.09,0.05,0.62,0.62,0.22,0.08
0.08,0.08,0.91,0.91,0.01,0.05
0.01,0.07,0.55,0.55,0.75,0.01
0.26,0.1,0.65,0.65,1.63,0.08
0.07,0.09,0.54,0.54,2.51,0.02
0.08,0.0,0.89,0.89,0.84,0.02
0.12,0.04,0.02,0.006,8.09,0.02
0.04,0.06,0.48,0.006,1.79,0.08
0.05,0.05,0.27,0.003,0.05,0.05
0.13,0.03,0.79,0.79,12.89,0.03
0.35,0.04,0.56,0.56,1.55,0.04
0.15,0.02,0.9,0.9,1.44,0.01
0.5,0.09,0.0,0.003,9.14,0.09
0.33,0.04,0.29,0.002,8.02,0.01
0.12,0.03,0.53,0.53,4.84,0.07
0.03,0.1,0.15,0.008,0.37,0.07
0.0,0.01,0.19,0.001,0.34,0.07
0.04,0.02,0.01,0.004,3.5,0.0
0.59,0.01,1.0,1.0,3.86,0.1
0.03,0.01,0.63,0.63,1.48,0.1
0.62,0.09,0.46,0.002,4.81,0.09
0.02,0.02,0.04,0.007,2.67,0.1
0.11,0.03,0.16,0.005,0.96,0.05
0.15,0.05,0.72,0.72,5.39,0.07
0.21,0.08,0.34,0.004,2.77,0.03
0.19,0.08,0.77,0.77,6.54,0.08
0.06,0.09,0.62,0.62,2.11,0.1
0.66,0.05,0.36,0.005,0.74,0.03
0.6,0.06,0.98,0.98,0.45,0.03
0.03,0.01,0.01,0.008,0.34,0.06
0.67,0.06,0.52,0.52,1.42,0.01
0.03,0.09,0.68,0.68,0.37,0.04
0.22,0.05,0.57,0.57,5.51,0.0
0.05,0.04,0.74,0.74,2.57,0.03
0.02,0.05,0.82,0.82,2.14,0.02
0.05,0.03,0.83,0.83,0.18,0.09
0.03,0.09,0.38,0.009,4.24,0.09
0.32,0.0,0.81,0.81,3.7,0.09
0.08,0.06,0.0,0.008,5.07,0.09
0.09,0.03,0.61,0.61,2.42,0.07
0.45,0.09,0.16,0.007,2.66,0.06
0.02,0.03,0.45,0.009,6.59,0.02
0.22,0.08,0.87,0.87,3.62,0.04
0.08,0.05,0.11,0.003,0.12,0.0
0.01,0.05,0.74,0.74,1.89,0.02
0.03,0.07,0.8,0.8,0.12,0.04
0.08,0.04,0.6,0.6,5.32,0.05
0.04,0.04,0.29,0.002,4.25,0.02
0.12,0.02,0.7,0.7,0.15,0.01
0.09,0.1,0.96,0.96,6.03,0.09
0.01,0.01,0.37,0.002,4.19,0.07
0.14,0.05,0.04,0.007,1.35,0.08
0.04,0.01,0.3,0.008,0.18,0.06
0.54,0.03,0.68,0.68,0.82,0.09
0.04,0.05,0.75,0.75,7.62,0.07
0.57,0.08,0.07,0.001,4.45,0.02
0.01,0.04,0.68,0.68,0.17,0.04
0.04,0.03,0.11,0.0,0.4,0.02
0.01,0.02,0.61,0.61,4.21,0.09
0.37,0.08,0.09,0.005,0.1,0.09
0.27,0.04,0.93,0.93,8.82,0.0
0.28,0.1,0.15,0.008,0.82,0.0
0.01,0.01,0.76,0.76,0.46,0.09
0.36,0.1,0.38,0.003,0.45,0.1
0.43,0.06,0.33,0.006,2.55,0.01
0.09,0.06,0.34,0.005,0.32,0.04
0.07,0.01,0.41,0.006,3.91,0.08
0.09,0.03,0.15,0.005,1.67,0.07
0.04,0.0,0.44,0.007,0.14,0.06
0.42,0.03,0.64,0.64,0.09,0.03
0.24,0.09,0.72,0.72,1.34,0.09
0.34,0.09,0.2,0.005,4.86,0.06
0.09,0.06,0.11,0.005,0.25,0.07
0.46,0.06,0.54,0.54,6.57,0.01
0.44,0.04,0.52,0.52,0.21,0.09
0.04,0.06,0.57,0.57,2.29,0.01
0.33,0.05,0.76,0.76,8.93,0.01
0.17,0.04,0.32,0.0,2.37,0.05
0.1,0.08,0.84,0.84,0.87,0.01
0.17,0.04,0.49,0.003,2.04,0.05
0.09,0.0,0.78,0.78,0.19,0.06
0.59,0.01,0.1,0.005,0.43,0.03
0.02,0.07,0.81,0.81,4.56,0.09
0.28,0.09,0.22,0.005,1.63,0.09
0.06,0.06,0.49,0.007,9.88,0.09
0.0,0.03,0.9,0.9,0.05,0.03
0.08,0.02,0.13,0.009,0.33,0.06
0.02,0.05,0.97,0.97,5.36,0.07
0.05,0.08,0.46,0.007,3.3,0.01
0.05,0.08,0.66,0.66,7.78,0.04
0.26,0.07,0.69,0.69,0.47,0.05
0.12,0.04,0.5,0.5,4.8,0.04
0.01,0.06,0.59,0.59,3.55,0.05
0.21,0.04,0.34,0.007,0.68,0.09
0.08,0.04,0.34,0.004,0.33,0.06
0.02,0.05,0.98,0.98,4.45,0.05
0.04,0.09,0.17,0.001,0.15,0.03
0.08,0.03,0.39,0.002,4.55,0.08
0.05,0.01,0.89,0.89,0.42,0.09
0.17,0.03,0.68,0.68,0.1,0.04
0.13,0.05,0.77,0.77,3.5,0.04
0.01,0.02,0.58,0.58,3.98,0.0
0.35,0.05,0.07,0.008,10.62,0.08
0.57,0.0,0.23,0.004,11.32,0.01
0.4,0.06,0.8,0.8,0.35,0.01
0.09,0.05,0.04,0.0,2.86,0.04
0.02,0.05,0.7,0.7,5.51,0.04
0.26,0.04,0.72,0.72,0.43,0.08
0.07,0.07,0.6,0.6,3.72,0.0
0.43,0.06,0.23,0.008,6.27,0.06
0.28,0.07,0.93,0.93,3.55,0.01
0.04,0.09,0.81,0.81,0.04,0.01
0.39,0.05,0.13,0.002,3.63,0.03
0.02,0.02,0.67,0.67,1.08,0.05
0.04,0.05,0.08,0.006,2.11,0.05
0.01,0.02,0.44,0.003,6.57,0.07
0.22,0.07,0.84,0.84,0.2,0.02
0.1,0.01,0.95,0.95,2.63,0.08
0.04,0.06,0.69,0.69,2.08,0.04
0.09,0.1,0.05,0.008,3.07,0.0
0.61,0.07,0.88,0.88,2.47,0.1
0.05,0.03,0.63,0.63,2.42,0.04
0.02,0.04,0.95,0.95,0.34,0.08
0.19,0.08,0.28,0.001,3.51,0.02
0.07,0.09,0.13,0.007,1.34,0.06
0.08,0.09,0.61,0.61,4.78,0.06
0.1,0.01,0.49,0.001,0.95,0.1
0.03,0.04,0.64,0.64,3.53,0.03
0.09,0.06,0.63,0.63,5.71,0.04
0.06,0.01,0.75,0.75,4.92,0.02
0.37,0.09,0.04,0.007,0.61,0.07
0.55,0.01,0.22,0.001,12.78,0.05
0.07,0.09,0.6,0.6,9.75,0.04
0.23,0.05,0.82,0.82,0.19,0.02
0.02,0.01,0.61,0.61,0.5,0.04
0.01,0.08,0.45,0.006,4.82,0.09
0.07,0.06,0.4,0.001,1.86,0.08
0.01,0.07,0.92,0.92,8.26,0.06
0.24,0.08,0.22,0.002,0.17,0.09
0.36,0.02,0.05,0.004,0.56,0.07
0.18,0.05,0.65,0.65,12.14,0.04
0.17,0.04,0.08,0.001,7.23,0.06
0.42,0.01,0.04,0.001,7.12,0.02
0.09,0.02,0.26,0.006,0.49,0.04
0.05,0.0,0.35,0.002,4.8,0.06
0.12,0.05,0.38,0.007,3.1,0.05
0.42,0.09,0.43,0.006,2.24,0.07
0.02,0.03,0.92,0.92,2.39,0.04
0.12,0.02,0.49,0.003,6.45,0.03
0.2,0.06,0.62,0.62,2.54,0.09
0.01,0.06,0.22,0.004,10.67,0.05
0.13,0.04,0.11,0.001,3.86,0.1
0.02,0.04,0.62,0.62,0.03,0.03
0.18,0.05,0.26,0.006,6.3,0.06
0.05,0.01,0.43,0.007,11.97,0.04
0.07,0.01,0.07,0.007,14.05,0.04
0.39,0.04,0.63,0.63,4.06,0.07
0.11,0.0,0.22,0.008,0.56,0.1
0.23,0.04,0.8,0.8,2.08,0.04
0.1,0.02,0.22,0.0,3.33,0.05
0.2,0.06,0.67,0.67,7.65,0.08
0.14,0.04,0.21,0.007,0.52,0.02
0.08,0.02,0.46,0.007,11.15,0.01
0.1,0.1,0.02,0.004,2.5,0.03
0.09,0.07,0.16,0.009,0.16,0.06
0.05,0.06,0.73,0.73,6.21,0.1
0.17,0.01,0.89,0.89,3.76,0.01
0.03,0.0,0.14,0.008,4.33,0.06
0.16,0.09,0.47,0.008,4.36,0.03
0.09,0.04,0.25,0.005,0.04,0.01
0.03,0.0,0.37,0.001,5.8,0.06
0.06,0.08,0.85,0.85,2.63,0.07
0.02,0.05,0.45,0.0,2.4,0.09
0.67,0.09,0.18,0.0,0.2,0.08
0.35,0.03,0.8,0.8,0.26,0.09
0.08,0.0,0.13,0.001,5.48,0.05
0.24,0.08,0.99,0.99,2.13,0.02
0.29,0.03,0.22,0.006,1.55,0.06
0.14,0.02,0.37,0.002,1.02,0.08
0.09,0.02,0.31,0.002,1.23,0.06
0.01,0.01,0.34,0.009,0.19,0.03
0.17,0.09,0.66,0.66,0.59,0.07
0.28,0.0,0.28,0.0,5.28,0.01
0.22,0.06,0.63,0.63,6.6,0.09
0.02,0.05,0.2,0.0,1.07,0.06
0.48,0.02,0.65,0.65,8.2,0.06
0.05,0.03,0.05,0.003,0.04,0.07
0.59,0.02,0.71,0.71,1.64,0.04
0.01,0.04,0.13,0.001,5.81,0.09
0.08,0.02,0.67,0.67,2.87,0.01
0.07,0.03,0.13,0.007,8.09,0.03
0.3,0.09,0.16,0.005,4.92,0.01
0.0,0.06,0.35,0.002,0.3,0.05
0.1,0.02,0.83,0.83,0.97,0.04
0.36,0.06,0.04,0.008,1.5,0.05
0.01,0.07,0.52,0.52,4.97,0.03
0.03,0.07,0.91,0.91,3.99,0.04
0.06,0.07,0.7,0.7,2.76,0.01
0.45,0.06,0.2,0.009,0.44,0.01
0.02,0.07,0.23,0.001,0.48,0.08
0.03,0.02,0.89,0.89,0.69,0.0
0.12,0.02,0.85,0.85,2.33,0.08
0.0,0.0,0.75,0.75,4.81,0.07
0.09,0.08,0.99,0.99,5.25,0.04
0.35,0.04,0.92,0.92,0.63,0.02
0.01,0.03,0.58,0.58,3.74,0.0
0.27,0.02,0.8,0.8,2.03,0.07
0.63,0.01,0.56,0.56,5.95,0.07
0.38,0.07,0.96,0.96,4.55,0.08
0.03,0.08,0.25,0.007,6.28,0.07
0.1,0.04,0.16,0.002,5.72,0.1
0.07,0.09,0.44,0.002,1.05,0.08
0.34,0.09,0.69,0.69,5.98,0.03
0.24,0.05,0.08,0.006,2.42,0.04
0.13,0.07,0.13,0.008,3.54,0.1
0.05,0.07,0.77,0.77,0.37,0.01
0.24,0.01,0.38,0.005,5.8,0.02
0.23,0.01,0.12,0.006,9.55,0.04
0.19,0.03,0.8,0.8,8.48,0.09
0.16,0.04,0.3,0.002,5.24,0.02
0.14,0.05,0.75,0.75,0.05,0.02
0.06,0.02,0.44,0.006,11.16,0.04
0.05,0.05,0.13,0.004,1.2,0.02
0.02,0.05,0.26,0.003,9.12,0.01
0.08,0.1,0.63,0.63,0.47,0.01
0.07,0.08,0.86,0.86,3.83,0.02
0.04,0.03,0.32,0.003,4.48,0.07
0.3,0.09,0.49,0.001,2.22,0.01
0.07,0.1,0.13,0.008,1.45,0.07
0.38,0.08,0.27,0.002,10.49,0.06
0.08,0.05,0.08,0.007,0.91,0.09
0.39,0.04,0.38,0.002,1.94,0.1
0.09,0.02,0.27,0.004,1.97,0.03
0.02,0.0,0.67,0.67,4.24,0.09
0.06,0.04,0.05,0.001,1.82,0.0
0.49,0.0,0.77,0.77,5.05,0.01
0.24,0.03,0.18,0.007,0.76,0.09
0.59,0.06,0.06,0.008,0.53,0.04
0.01,0.0,0.58,0.58,6.15,0.07
0.08,0.02,0.79,0.79,0.85,0.03
0.1,0.04,0.84,0.84,0.69,0.02
0.04,0.01,0.23,0.007,4.64,0.07
0.06,0.08,0.42,0.0,2.55,0.09
0.08,0.02,0.77,0.77,0.14,0.03
0.05,0.09,0.98,0.98,3.45,0.05
0.16,0.0,0.05,0.008,3.23,0.04
0.04,0.08,0.23,0.008,0.78,0.0
0.15,0.08,0.24,0.002,13.05,0.01
0.11,0.09,0.74,0.74,3.46,0.04
0.12,0.0,0.76,0.76,6.6,0.06
0.05,0.08,0.06,0.004,0.02,0.08
0.56,0.1,0.51,0.51,3.54,0.02
0.07,0.07,0.65,0.65,0.24,0.08
0.19,0.09,0.72,0.72,0.34,0.01
0.38,0.09,0.27,0.006,11.26,0.06
0.44,0.07,0.52,0.52,12.08,0.01
0.12,0.0,0.05,0.004,7.35,0.09
0.02,0.04,0.07,0.008,3.71,0.01
0.05,0.05,0.79,0.79,1.7,0.07
0.28,0.04,0.53,0.53,9.15,0.09
0.09,0.02,0.45,0.004,2.1,0.08
0.44,0.07,0.39,0.007,0.35,0.07
0.12,0.05,0.25,0.008,3.96,0.06
0.03,0.06,0.83,0.83,3.86,0.07
0.04,0.06,0.1,0.008,0.34,0.06
0.01,0.03,0.53,0.53,3.87,0.04
0.01,0.02,0.27,0.007,6.75,0.08
0.03,0.0,0.18,0.004,0.5,0.05
0.59,0.02,0.31,0.002,6.25,0.05
0.19,0.05,0.96,0.96,2.37,0.08
0.22,0.0,0.11,0.006,8.89,0.03
0.02,0.08,0.64,0.64,1.12,0.03
0.42,0.05,0.76,0.76,0.6,0.06
0.09,0.06,0.57,0.57,8.17,0.03
0.04,0.09,0.79,0.79,1.72,0.03
0.02,0.04,0.82,0.82,3.78,0.08
0.04,0.0,0.86,0.86,6.98,0.06
0.03,0.08,0.58,0.58,1.84,0.04
0.07,0.07,0.87,0.87,0.31,0.08
0.2,0.1,0.7,0.7,0.45,0.05
0.11,0.1,0.55,0.55,0.76,0.05
0.01,0.01,0.14,0.006,14.03,0.0
0.15,0.09,0.45,0.006,1.23,0.06
0.02,0.05,0.75,0.75,3.93,0.07
0.22,0.0,0.51,0.51,1.25,0.0
0.01,0.07,1.0,1.0,0.13,0.03
0.38,0.09,0.23,0.006,1.06,0.06
0.04,0.08,0.47,0.0,4.82,0.02
0.19,0.07,0.58,0.58,2.86,0.02
0.03,0.06,0.51,0.51,0.32,0.08
0.15,0.06,0.33,0.001,2.9,0.07
0.16,0.08,0.67,0.67,0.54,0.06
0.02,0.05,0.82,0.82,0.53,0.06
0.42,0.05,0.09,0.005,6.02,0.04
0.16,0.0,0.53,0.53,6.8,0.05
0.14,0.05,0.65,0.65,0.98,0.1
0.06,0.0,0.75,0.75,1.67,0.06
0.06,0.09,0.28,0.009,7.44,0.09
0.01,0.05,0.19,0.008,2.35,0.04
0.42,0.02,0.7,0.7,4.53,0.04
0.07,0.08,0.78,0.78,3.86,0.03
0.05,0.04,0.75,0.75,4.78,0.05
0.42,0.06,0.02,0.0,2.39,0.01
0.1,0.06,0.57,0.57,0.38,0.05
0.18,0.09,0.55,0.55,0.52,0.06
0.04,0.06,0.09,0.008,0.49,0.08
0.05,0.01,0.82,0.82,2.75,0.08
0.08,0.09,0.41,0.003,0.45,0.02
0.07,0.03,0.76,0.76,0.92,0.1
0.08,0.06,0.08,0.008,0.4,0.09
0.05,0.04,0.04,0.003,1.82,0.08
0.37,0.06,0.46,0.003,0.31,0.01
0.04,0.09,0.28,0.005,11.06,0.06
0.02,0.07,0.61,0.61,8.79,0.05
0.1,0.08,0.1,0.001,4.32,0.02
